,Station Names,Station Codes,Latitude,Longitude,Pincode
7162,SIHOR GUJARAT,SOJN,21.7197° N,71.9597° E,364240
7163,SIHORA ROAD,SHR,23.4670° N,80.1099° E,483225
7164,SIJUA,SJA,23.7821° N,86.3199° E,0
7165,SIKANDARPUR,SKQ,26.0368° N,84.0379° E,203132
7166,SIKANDRA RAO,SKA,27.6864° N,78.3783° E,204215
7167,SIKAR JN,SIKR,27.3732° N,75.5633° E,332001
7168,SIKARIPARA,SKIP,24.2389° N,87.4678° E,816118
7169,SIKARPAI,SKPI,19.4014° N,83.3175° E,765017
7170,SIKARPUR P H,SKPR,28.2798° N,78.0110° E,480001
7171,SIKIR,SFK,27.0945° N,77.6679° E,767033
7172,SIKKA,SIKA,22.4277° N,69.8419° E,361140
7173,SIKKAL,SKK,10.7572° N,79.8014° E,611108
7174,SIKOSA P H,SKSO,,,491222
7175,SIKRODA,SKU,26.3472° N,77.7423° E,476001
7176,SIKTA,STF,27.0262° N,84.6813° E,845307
7177,SILAIMAN,ILA,9.8732° N,78.1978° E,630611
7178,SILAK JHORI,SZY,,,494442
7179,SILANIBARI,SOB,27.2008° N,94.0311° E,787031
7180,SILAO,SILO,25.0817° N,85.4285° E,803117
7181,SILAPATHAR,SPTR,27.5953° N,94.7240° E,787059
7182,SILARI,SILR,22.7785° N,78.3586° E,342601
7183,SILAUT,SLT,26.0339° N,85.4621° E,843119
7184,SILAWAR,SLWR,29.5126° N,77.3353° E,247776
7185,SILCHAR,SCL,24.8333° N,92.7789° E,788003
7186,SILGHAT TOWN,SHTT,26.6197° N,92.9494° E,782143
7187,SILIARI,SLH,21.4235° N,81.7431° E,493116
7188,SILIGURI,SGUD,26.7271° N,88.3953° E,0
7189,SILIGURI JN,SGUJ,26.7238° N,88.4140° E,734001
7190,SILIGURI TOWN,SGUT,26.7271° N,88.3953° E,734001
7191,SILLAKKUDI,SLTH,11.0753° N,79.0274° E,621713
7192,SILLI,SLF,23.3484° N,85.8512° E,835102
7193,SILLIPUR,SPRA,25.9494° N,76.9902° E,476335
7194,SIMALUGURI JN,SLGR,,,785686
7195,SIMBHOOLI,SMBL,28.7605° N,77.9824° E,245207
7196,SIMEN CHAPARI,SMCP,27.7174° N,94.8864° E,787061
7197,SIMHACHALAM,SCM,17.7664° N,83.2506° E,530027
7198,SIMLA,SML,31.1048° N,77.1734° E,171004
7199,SIMLAGARH,SLG,23.0956° N,88.2339° E,712121
7200,SIMODARA,SMDR,21.4564° N,73.0856° E,394410
7201,SIMRAHA,SMH,26.2085° N,87.3190° E,854318
7202,SIMULTALA,STL,24.7118° N,86.5439° E,811316
7203,SIMURALI,SMX,23.0345° N,88.5166° E,741248
7204,SINDEWAHI,SYE,20.2879° N,79.6580° E,441215
7205,SINDHAR,SDZ,31.1126° N,75.2428° E,144702
7206,SINDHAWADAR,SDD,22.5475° N,70.8937° E,363621
7207,SINDHUDURG,SNDD,16.3492° N,73.5594° E,416534
7208,SINDI,SNI,20.8071° N,78.8878° E,442105
7209,SINDKHEDA,SNK,21.2726° N,74.7455° E,425406
7210,SINDPAN,SDPN,24.1332° N,75.0524° E,458002
7211,SINDRIBLOCK HUT,SDBH,,,828132
7212,SINDURWA,SYW,26.4945° N,81.5861° E,227809
7213,SINGANALLUR,SHI,11.0007° N,77.0296° E,641033
7214,SINGAPERUMLKOIL,SKL,12.7593° N,80.0033° E,603209
7215,SINGAPURAM ROAD,SPRD,19.2577° N,83.4028° E,521340
7216,SINGARAM,SGRM,17.0398° N,78.6065° E,765013
7217,SINGARAYAKONDA,SKM,15.2500° N,80.0212° E,523101
7218,SINGARENI COLRS,SYI,,,0
7219,SINGARPUR,SNPR,17.4700° N,78.1258° E,811310
7220,SINGHABAD,SQB,24.9150° N,88.2919° E,732121
7221,SINGHIRAMPUR,SGRP,27.2289° N,79.6755° E,209724
7222,SINGHNALI,SNGI,,,800025
7223,SINGHOOKHARIA,SIPA,,,833204
7224,SINGHPUR,SNGP,20.6919° N,86.5072° E,484120
7225,SINGHPUR DUMRA,SPDM,25.0664° N,79.8971° E,471501
7226,SINGRAULI,SGRL,24.1992° N,82.6645° E,486889
7227,SINGUR,SIU,22.8150° N,88.2345° E,712409
7228,SINGWAL,SGW,26.0351° N,74.6810° E,305622
7229,SINHAN,SYQ,,,800025
7230,SINI JN,SINI,,,833220
7231,SINOR,SINR,21.9137° N,73.3384° E,391115
7232,SIPAYA,SPYA,26.5817° N,84.4035° E,841505
7233,SIRAJNAGAR  H,SRJN,,,742189
7234,SIRARI,SRY,25.1360° N,85.9503° E,811107
7235,SIRAS,SRAS,28.7590° N,77.1306° E,0
7236,SIRATHU,SRO,25.6441° N,81.3207° E,212217
7237,SIRD,SIRD,,,0
7238,SIRHILTARA,SIRA,,,493111
7239,SIRHIND JN,SIR,,,140406
7240,SIRIPURAM,SRPM,17.7204° N,83.3168° E,522401
7241,SIRJAM,SRJM,23.4041° N,86.8353° E,723168
7242,SIRKAZHI,SY,11.2391° N,79.7361° E,609110
7243,SIRLI,SIF,19.5093° N,77.2003° E,431701
7244,SIRMUTTRA,SRMT,26.5196° N,77.3754° E,328026
7245,SIRNAPALLI,SCP,18.4847° N,78.2804° E,503164
7246,SIROHI ROAD,SOH,24.7908° N,73.0398° E,0
7247,SIROLIYA,SYO,,,465106
7248,SIRPUR TOWN,SRUR,19.4769° N,79.5712° E,504299
7249,SIRRAN,SIRN,,,0
7250,SIRRI P H,SIY,,,0
7251,SIRSA,SSA,29.5321° N,75.0318° E,125055
7252,SIRSAUL,SSL,26.2842° N,80.4886° E,209402
7253,SIRSI MUKHDUMPR,SRMP,,,0
7254,SIRSUPHAL,SSF,18.3241° N,74.5580° E,413802
7255,SIRUVATTUR,SRVT,11.6353° N,78.9531° E,606204
7256,SISARKA,SSKA,28.4174° N,78.8284° E,243632
7257,SISAUNA,SISN,29.2144° N,78.2690° E,246729
7258,SISIBARGAON,SBGN,27.5677° N,94.6838° E,787110
7259,SISVINHALLI,SVHE,,,581209
7260,SISWA BAZAR,SBZ,27.1497° N,83.7598° E,273153
7261,SITABINJ,STBJ,21.5024° N,85.7692° E,758027
7262,SITAFAL MANDI,STPD,17.4268° N,78.5193° E,500061
7263,SITALNAGAR,STNR,22.2278° N,84.9123° E,331802
7264,SITALPUR,STLR,25.7682° N,85.0336° E,841221
7265,SITALPUR BENGAL,STLB,23.6918° N,86.8440° E,721433
7266,SITAMARHI,SMI,26.5887° N,85.5013° E,843302
7267,SITAMPET,STPT,16.7973° N,81.2104° E,534427
7268,SITANAGARAM,SNM,16.4939° N,80.6090° E,522501
7269,SITAPUR,STP,27.5746° N,80.6634° E,261001
7270,SITAPUR CANT,SCC,27.5575° N,80.6994° E,261001
7271,SITAPUR CITY,SPC,27.5746° N,80.6634° E,261001
7272,SITAPURAM,SPRM,16.8293° N,81.1165° E,534475
7273,SITARAMPUR,STN,23.7233° N,86.8948° E,713359
7274,SITHALAVAI,SEV,10.9050° N,78.2305° E,639102
7275,SITHOULI,STLI,26.1467° N,78.1871° E,475001
7276,SITIMANI,SII,16.3178° N,75.8912° E,587207
7277,SIURI,SURI,23.9071° N,87.5260° E,731101
7278,SIVADEVUNICHKLA,SVDC,16.5365° N,81.6540° E,534245
7279,SIVADI,SZV,12.0140° N,78.1194° E,423109
7280,SIVAGANGA,SVGA,9.8433° N,78.4809° E,630561
7281,SIVAKASI,SVKS,9.4533° N,77.8024° E,626123
7282,SIVAPUR,SPV,18.3390° N,73.8397° E,0
7283,SIVARAKOTTAI,SVK,9.7497° N,78.0088° E,625706
7284,SIVOK,SVQ,26.8902° N,88.4731° E,734005
7285,SIVUNGAON,SVN,19.1101° N,77.5476° E,431806
7286,SIWAHA,SWDE,29.3326° N,76.4578° E,126113
7287,SIWAITH,SWE,25.5761° N,81.8743° E,211013
7288,SIWAN JN,SV,26.2109° N,84.3599° E,841226
7289,SIWAN KACHARI,SVC,26.2264° N,84.3484° E,841226
7290,SIWANI,SWNI,28.9084° N,75.6121° E,127046
7291,SLEEMANABAD RD,SBD,23.6144° N,80.2856° E,483440
7292,SNARAYAN CHAPIA,SNC,26.9662° N,82.3882° E,271305
7293,SNDRYA KACHARI,SFZ,,,841226
7294,SOBHAPUR,SXF,22.7729° N,78.2633° E,461771
7295,SODPUR,SEP,22.6992° N,88.3902° E,700110
7296,SOGARIA,SGAC,25.2141° N,75.8970° E,324002
7297,SOGRA,SOGR,22.6605° N,84.4330° E,835223
7298,SOHAGPUR,SGP,22.7017° N,78.1935° E,461771
7299,SOHAL,SOHL,31.9782° N,75.3487° E,143520
7300,SOHANSRA,SAWN,28.4090° N,75.8665° E,127201
7301,SOHWAL,SLW,26.7525° N,81.9854° E,224188
7302,SOJAT ROAD,SOD,25.8654° N,73.7507° E,306103
7303,SOJITRA,SJTR,22.5389° N,72.7201° E,387210
7304,SOLADI,SOZ,23.0029° N,71.3923° E,363310
7305,SOLAN,SOL,30.9084° N,77.0999° E,173212
7306,SOLAN BREWERY,SBY,30.9299° N,77.1144° E,173213
7307,SOLAPUR JN,SURM,17.6646° N,75.8934° E,0
7308,SOLAPUR JN,SUR,17.6646° N,75.8934° E,0
7309,SOLARI,SLZ,19.8007° N,85.2484° E,752030
7310,SOLDEVANAHALLI,SDVL,13.0847° N,77.4831° E,560090
7311,SOLGAMPATTI,SGM,10.7835° N,78.8574° E,613102
7312,SOLUR,SOLR,13.0701° N,77.2448° E,635109
7313,SOMALAPURAM,SLM,14.9149° N,76.8894° E,515865
7314,SOMANAYAKKANPTI,SKPT,10.7930° N,77.7080° E,635815
7315,SOMANKATTI,SMKT,15.7624° N,75.6434° E,582209
7316,SOMANUR,SNO,11.0871° N,77.1859° E,641668
7317,SOMESAR,SOS,25.5192° N,73.4519° E,306503
7318,SOMESHWARA,SMWA,13.4892° N,75.0643° E,561213
7319,SOMIDEVIPALLE,SDV,15.4572° N,79.0380° E,523356
7320,SOMNA,SOM,28.0570° N,77.9392° E,202143
7321,SOMNATH,SMNH,20.8880° N,70.4012° E,362268
7322,SOMPETA,SPT,18.9456° N,84.5825° E,532290
7323,SOMPUR ROAD,SOQ,15.4216° N,75.8734° E,583232
7324,SOMRA BAZAR,SOAE,23.1387° N,88.4330° E,712501
7325,SOMTANE,SMNE,18.6944° N,73.6816° E,410221
7326,SOMTHAN,SMTN,19.9502° N,74.2172° E,362268
7327,SON NAGAR,SEB,24.8827° N,84.2301° E,824112
7328,SONA ARJUNPUR,SNAP,29.7522° N,77.4559° E,247451
7329,SONADA,SAD,26.9599° N,88.2680° E,734209
7330,SONADANGA,SVH,23.6377° N,88.3537° E,741126
7331,SONAGIR,SOR,23.2512° N,77.4694° E,475685
7332,SONAI,SYZ,19.3956° N,74.8185° E,281206
7333,SONAILI,SI,25.5891° N,87.7296° E,855114
7334,SONAKHAN,SXN,21.5118° N,82.5510° E,770017
7335,SONAMUKHI,SONA,23.3076° N,87.4158° E,722207
7336,SONARDIH,SZE,23.7971° N,86.2628° E,828125
7337,SONARIPUR,SOI,28.4646° N,80.7769° E,262902
7338,SONARPUR JN,SPR,,,700150
7339,SONASAN,SNSN,23.4860° N,72.9232° E,383120
7340,SONBARSA KCHERI,SBM,25.7938° N,86.5960° E,852202
7341,SONBHADRA,SBDR,24.6850° N,83.0684° E,231216
7342,SONDAD,SNV,27.9179° N,77.3238° E,441806
7343,SONDALIA,SXC,22.6818° N,88.5825° E,743423
7344,SONDHA ROAD,SCN,26.4983° N,78.4842° E,477116
7345,SONDIMRA,SND,23.4775° N,85.7897° E,829110
7346,SONEGAON,SNN,21.0978° N,79.0517° E,442102
7347,SONGADH,SGD,21.1664° N,73.5645° E,852122
7348,SONI,SONI,26.5242° N,78.5561° E,416420
7349,SONIK,SIC,26.5867° N,80.5612° E,209801
7350,SONIPAT,SNP,28.9931° N,77.0151° E,131001
7351,SONPUR JN,SEE,,,841101
7352,SONSHELU,SNSL,21.2666° N,74.6547° E,425408
7353,SONTALAI,SQL,22.6215° N,77.9453° E,461111
7354,SONTHALIYA,SNTH,20.4587° N,85.8804° E,332411
7355,SONUA,SWR,22.5709° N,85.4608° E,833105
7356,SONUABARI,SNBR,,,782412
7357,SONWARA,SWO,25.9696° N,83.1193° E,173209
7358,SOOROTHEE,SRTE,,,328021
7359,SOPORE,SXZM,34.2868° N,74.4624° E,193202
7360,SORATH VANTHIL,WTS,,,0
7361,SORBHOG,SBE,26.4904° N,90.8842° E,781317
7362,SORO,SORO,21.2815° N,86.6918° E,756045
7363,SORON,SRNK,27.8866° N,78.7448° E,207403
7364,SORUPETA,SPQ,26.5009° N,91.0754° E,781352
7365,SRAVANUR,SRVN,10.7677° N,76.2764° E,573211
7366,SRI DUNGARGARH,SDGH,28.0944° N,74.0060° E,331803
7367,SRI KALAHASTI,KHT,13.7527° N,79.7067° E,517640
7368,SRIKAKULAM ROAD,CHE,18.4089° N,83.9038° E,532185
7369,SRIKONA,SXO,24.8352° N,92.7158° E,788026
7370,SRIKRISHN NAGAR,SKN,17.4306° N,78.4271° E,222125
7371,SRINAGAR,SINA,34.0837° N,74.7973° E,0
7372,SRINAGAR,SNAR,34.0837° N,74.7973° E,0
7373,SRINIVASA NAGAR,SHAN,12.9356° N,77.5548° E,502335
7374,SRINIVASAPURA,SVS,13.3305° N,78.2077° E,563135
7375,SRIPANI,SRPN,27.5589° N,94.6326° E,787110
7376,SRIPURIAGAON,SPGN,,,801105
7377,SRIRAMPUR ASSAM,SRPB,26.4334° N,89.9025° E,783333
7378,SRIRAMPURAM,SRMR,12.9948° N,77.5664° E,508001
7379,SRIRANGAM,SRGM,10.8503° N,78.6998° E,620006
7380,SRIVAIKUNTAM,SVV,8.6312° N,77.9125° E,628621
7381,SRIVILLIPUTTUR,SVPR,9.5121° N,77.6340° E,626135
7382,SRUNGAVRUKSHAM,SGKM,16.5466° N,81.5994° E,534243
7383,ST THOMAS MOUNT,STM,13.0051° N,80.1933° E,600016
7384,STUARTPURAM,SPF,15.8667° N,80.4062° E,522317
7385,SUAHERI,SXQ,29.6593° N,77.8625° E,243201
7386,SUBANSIRI,SUZ,27.6169° N,93.8392° E,787034
7387,SUBARNAMRIGI,SBNM,24.2836° N,88.2938° E,742135
7388,SUBEDARGANJ,SFG,25.4406° N,81.7878° E,211011
7389,SUBHAGPUR,SUBR,27.2021° N,81.9985° E,271002
7390,SUBHAS GRAM,SBGR,22.4168° N,88.4348° E,700147
7391,SUBRAHMANYA RD,SBHR,12.7316° N,75.5580° E,574230
7392,SUBZI MANDI,SZM,28.6694° N,77.2046° E,110007
7393,SUCHAN KOTLI,SHN,29.5135° N,75.1829° E,125055
7394,SUDAMDIH,SDMD,23.6713° N,86.4234° E,0
7395,SUDHANI,SUD,25.7269° N,87.8827° E,854317
7396,SUDHRANA,SDRA,28.4538° N,76.4285° E,123303
7397,SUDIYUR,SUX,9.6013° N,78.4826° E,623608
7398,SUDSAR,SDF,27.9868° N,73.7596° E,331811
7399,SUGAPAHARI HALT,SGPA,,,814114
7400,SUHSARAI,SOW,25.2264° N,85.5162° E,0
7401,SUI,SUI,28.7513° N,74.0653° E,127031
7402,SUISA,SSIA,23.1921° N,85.8947° E,723212
7403,SUJALPUR,SJPA,23.3882° N,76.7163° E,465333
7404,SUJANGARH,SUJH,27.7045° N,74.4643° E,331507
7405,SUJANPUR,SJNP,32.3126° N,75.6014° E,145023
7406,SUJNIPARA,SPLE,24.5715° N,88.0368° E,742201
7407,SUJRA,SUJR,29.0165° N,77.2707° E,250601
7408,SUKHCHAIN,SCV,29.7807° N,75.0246° E,0
7409,SUKHISEWANIYAN,SUW,23.3404° N,77.4854° E,462010
7410,SUKHPAR ROHA,SRHA,23.2134° N,69.3250° E,370030
7411,SUKHPUR,SUKP,26.0637° N,86.5439° E,852130
7412,SUKINDA ROAD,SKND,,,755018
7413,SUKLI P H,SKLI,,,481449
7414,SUKNA,SN,26.6841° N,88.3506° E,734007
7415,SUKRIMANGELA,SOY,22.9071° N,79.8343° E,482051
7416,SUKRITIPUR,SQF,24.9005° N,92.5774° E,788805
7417,SUKU,SUKU,28.4955° N,77.0823° E,764021
7418,SULADHAL,SUL,15.9616° N,74.6927° E,591101
7419,SULAH HMCHL PDH,SLHP,,,0
7420,SULEBHAVI,SBH,15.8946° N,74.6561° E,591103
7421,SULEHALLI,SUH,17.0801° N,77.0526° E,585211
7422,SULERJAVALGE,SLGE,17.4603° N,75.9746° E,413008
7423,SULGARE,SGRE,,,416418
7424,SULHANI,SULH,30.8771° N,74.8668° E,142050
7425,SULIKERI,SIKI,16.1140° N,75.6601° E,0
7426,SULLURUPETA,SPE,13.7009° N,80.0209° E,524121
7427,SULTANGANJ,SGG,25.2401° N,86.7404° E,813213
7428,SULTANPUR,SLN,26.2585° N,82.0660° E,228001
7429,SULTANPUR KARNA,SLNK,,,228001
7430,SULTANPUR LODI,SQR,31.2141° N,75.1954° E,144626
7431,SULUR ROAD,SUU,11.0495° N,77.1172° E,641062
7432,SUMER,SUMR,23.7119° N,77.1916° E,464220
7433,SUMMADEVI,SUDV,18.8063° N,84.4776° E,532243
7434,SUMMER HILL,SHZ,31.1146° N,77.1399° E,171005
7435,SUMMIT,SUM,,,423104
7436,SUMRERI,SMRR,24.0137° N,78.4041° E,470117
7437,SUNAK,SUC,23.8019° N,72.3222° E,384110
7438,SUNAM,SFM,30.1306° N,75.8014° E,148028
7439,SUNAM UDHAM S W,SFMU,,,148028
7440,SUNDARAPRMLKOIL,SPL,,,0
7441,SUNDARNA,SUND,22.4275° N,72.8220° E,0
7442,SUNDERABAD,SNBD,17.4399° N,78.4983° E,0
7443,SUNDHIAMAU,SDAM,,,225305
7444,SUNDLAK,SDLK,25.1127° N,76.4505° E,325222
7445,SUNEHTI KHARKHR,SNKE,29.9128° N,77.6831° E,247769
7446,SUNERA PIRKHERI,SFF,,,0
7447,SUPAUL,SOU,26.1234° N,86.6045° E,852131
7448,SUPEDI,SPD,21.7612° N,70.3792° E,360440
7449,SUPRAKANDI,SAKD,24.8758° N,92.2920° E,788713
7450,SUR KHAND KA KH,SZK,,,313903
7451,SUR ROAD,SORD,,,0
7452,SURA NUSSI,SRX,31.3762° N,75.5440° E,144027
7453,SURAIMANPUR,SIP,25.8082° N,84.4811° E,277208
7454,SURAINCHA,SUIA,27.3391° N,80.8350° E,261302
7455,SURAJ KUNDA,SRJK,26.1471° N,81.1996° E,273015
7456,SURAJGARH,SRGH,28.3075° N,75.7313° E,333029
7457,SURAJPUR,SUPR,23.2136° N,82.8680° E,497229
7458,SURAJPUR ROAD,SJQ,23.2895° N,82.8805° E,497229
7459,SURAPUR,SU,26.1128° N,82.4563° E,228227
7460,SURAREDDIPALEM,SDM,15.4081° N,80.0460° E,523272
7461,SURAT,ST,21.1702° N,72.8311° E,395003
7462,SURAT CITY CB,STCB,,,0
7463,SURATGARH JN,SOG,,,335804
7464,SURATHKAL,SL,12.9951° N,74.8094° E,575014
7465,SURATPURA,SURP,28.6902° N,75.5128° E,331023
7466,SURAVALI,SRVX,15.2916° N,73.9392° E,403708
7467,SURBARI,SRBR,23.2281° N,70.7007° E,0
7468,SURELI,SURL,22.6724° N,73.1645° E,322702
7469,SURENDRANAGAR,SUNR,22.7739° N,71.6673° E,363001
7470,SURENDRANAGAR G,SRGT,,,0
7471,SURER,SRRG,27.1778° N,76.6326° E,0
7472,SURERA,SURR,27.1835° N,75.1319° E,332742
7473,SURGAON BANJARI,SGBJ,21.9364° N,76.5430° E,450991
7474,SURIAWAN,SAW,25.4561° N,82.4136° E,221404
7475,SURJA KAMAL,SJKL,25.9360° N,87.8494° E,733209
7476,SURJYAPUR,SJPR,22.2934° N,88.4667° E,743387
7477,SURLA ROAD,SLRD,19.1764° N,84.7188° E,761009
7478,SURPURA,SPO,26.3617° N,73.1173° E,334801
7479,SUSKAL,SSKL,22.3150° N,73.8096° E,391155
7480,SUTLANA,SUT,28.1317° N,75.6121° E,342802
7481,SUWANSA,SWS,25.7005° N,82.1605° E,230306
7482,SUWASRA,SVA,24.0697° N,75.6528° E,458888
7483,SWADINPUR,SDLE,24.2338° N,87.8123° E,731243
7484,SWAMIHALLI,SMLI,14.9721° N,76.6100° E,583112
7485,SWAMIMALAI,SWI,10.9596° N,79.3325° E,612302
7486,SWARUPGANJ,SRPJ,24.6553° N,72.9259° E,307023
7487,TADA,TADA,13.5892° N,80.0283° E,524401
7488,TADAKALPUDI,TPY,17.5163° N,80.4647° E,507122
7489,TADALI,TAE,20.0058° N,79.2056° E,442406
7490,TADEPALLIGUDEM,TDD,16.8073° N,81.5316° E,534101
7491,TADIPATRI,TU,14.9091° N,78.0092° E,515411
7492,TADLA PUSAPALLI,TAA,,,506101
7493,TADUKU,TDK,13.4985° N,79.5305° E,517571
7494,TADWAL,TVL,17.3932° N,75.9756° E,413219
7495,TAGDI,TID,21.6802° N,72.1801° E,0
7496,TAHERPUR,THP,23.2588° N,88.5374° E,741127
7497,TAHSIL BHADRA,TSD,29.1018° N,75.1613° E,335501
7498,TAHSIL FATEHPUR,TSF,27.1743° N,81.2158° E,225305
7499,TAIABPUR,TBR,26.3706° N,88.1523° E,0
7500,TAJGADH,TJH,22.3496° N,73.9081° E,391156
7501,TAJPUR,TJP,21.6581° N,87.6260° E,0
7502,TAJPUR DEHMA,TJD,25.7282° N,83.9302° E,233228
7503,TAKAL,TAKL,17.5449° N,74.1695° E,563137
7504,TAKARI,TKR,17.1309° N,74.3617° E,415313
7505,TAKARKHEDE,TKHE,20.9931° N,75.4956° E,425105
7506,TAKHA,TKHA,26.8739° N,79.3240° E,283151
7507,TAKI ROAD,TKF,,,743429
7508,TAKIA,TQA,31.1588° N,75.0816° E,209867
7509,TAKIPUR,TKP,22.8642° N,87.9274° E,841244
7510,TAKKOLAM,TKO,13.0211° N,79.7232° E,631151
7511,TAKLI,TKI,17.6381° N,75.3004° E,444701
7512,TAKLIBANSALI PH,TKLB,,,441107
7513,TAKLIMIYA,TKMY,19.4537° N,74.6679° E,413716
7514,TAKSAL,TSL,30.8474° N,76.9578° E,173220
7515,TAKU,TAKU,22.4829° N,77.8196° E,461111
7516,TALABURU,TABU,22.3529° N,85.7649° E,833215
7517,TALAIVASAL,TVS,11.5867° N,78.7583° E,636112
7518,TALAIYUTHU,TAY,8.7931° N,77.7297° E,627357
7519,TALAKHAJURI,TLKH,26.1773° N,81.7367° E,227409
7520,TALALA JN,TAV,21.0556° N,70.5295° E,362150
7521,TALAMANCHI,TMC,14.6171° N,79.9752° E,524316
7522,TALANALLUR,TLNR,11.0113° N,76.3493° E,606110
7523,TALANDU,TLO,23.0104° N,88.3458° E,712148
7524,TALAP,TLL,11.8772° N,75.3700° E,786156
7525,TALARA,TLRA,32.2410° N,75.9028° E,176051
7526,TALAVLI,TLZ,18.5186° N,72.9313° E,326515
7527,TALBAHAT,TBT,25.0443° N,78.4311° E,284126
7528,TALCHER,TLHR,20.9501° N,85.2168° E,759100
7529,TALCHER ROAD,TLHD,20.8868° N,85.2084° E,759104
7530,TALCHHAPAR,TLC,27.8186° N,74.4379° E,331502
7531,TALDI,TLX,22.3457° N,88.6097° E,743376
7532,TALEGAON,TGN,18.7392° N,73.6831° E,410507
7533,TALGARIA,TLE,23.6937° N,86.3503° E,828129
7534,TALGUPPA,TLGP,14.2145° N,74.9087° E,577430
7535,TALHERI BUZURG,THJ,29.7705° N,77.6636° E,247554
7536,TALIT,TIT,23.3032° N,87.8169° E,713141
7537,TALJHARI,TLJ,25.1012° N,87.7330° E,816129
7538,TALLI SAIDASAHU,TSS,31.0162° N,74.7308° E,152021
7539,TALMADLA,TMD,18.2275° N,78.3558° E,503102
7540,TALMADUGU,TLMG,19.6426° N,78.3935° E,504312
7541,TALNI,TLN,19.6394° N,77.5318° E,444711
7542,TALOD,TOD,23.3512° N,72.9505° E,383215
7543,TALODHI ROAD,TUD,,,441221
7544,TALOJA PANCHAND,TPND,19.0741° N,73.0966° E,410208
7545,TALVADYA,TLV,21.9278° N,76.4448° E,450991
7546,TALWANDI,TWB,29.9875° N,75.0903° E,142050
7547,TALWARA JHIL,TLI,29.5193° N,74.5903° E,335525
7548,TAMARAIPADI,TMP,10.4080° N,78.0395° E,624005
7549,TAMBARAM,TBM,12.9249° N,80.1000° E,600045
7550,TAMBARAM SNTRM,TBMS,,,600047
7551,TAMKUHI ROAD,TOI,26.7245° N,84.2277° E,274406
7552,TAMLUK,TMZ,22.2788° N,87.9188° E,0
7553,TAMNA,TAO,23.2685° N,86.3519° E,723153
7554,TAMURIA,TMA,26.2464° N,86.3554° E,847410
7555,TANAKALLU,TKU,13.9189° N,78.1935° E,515571
7556,TANAKPUR,TPU,29.0722° N,80.1066° E,262309
7557,TANCHHA,TCA,21.9153° N,72.9003° E,834001
7558,TANDA,TD,26.5433° N,82.6645° E,224190
7559,TANDA URMAR,TDO,31.6753° N,75.6340° E,144203
7560,TANDARAI,TNI,12.1207° N,79.1510° E,606804
7561,TANDAVAPURA,TXM,12.1665° N,76.6788° E,571302
7562,TANDUR,TDU,17.2576° N,77.5875° E,501141
7563,TANDWAL,TDW,30.2343° N,76.9845° E,133201
7564,TANGANI,TNGN,24.8776° N,87.7437° E,787110
7565,TANGARBASULI,TGB,23.3823° N,85.0701° E,835301
7566,TANGARMUNDA,TGM,22.1562° N,84.0300° E,768221
7567,TANGIRIAPAL,TGRL,21.1678° N,85.9240° E,758082
7568,TANGLA,TNL,26.6573° N,91.9124° E,784521
7569,TANGRA,TRA,22.5563° N,88.3888° E,700015
7570,TANGUTURU,TNR,15.3417° N,80.0347° E,523274
7571,TANIJAN,TUJ,27.1290° N,93.8984° E,784160
7572,TANKHALA,TNKA,21.9634° N,73.7816° E,391150
7573,TANKUPPA,TKN,24.7009° N,85.1324° E,805131
7574,TANTPUR,TPO,26.8398° N,77.4731° E,283115
7575,TANUKU,TNKU,16.7566° N,81.6741° E,560021
7576,TANUR,TA,10.9820° N,75.8754° E,676302
7577,TAPA,TAPA,30.3017° N,75.3704° E,148108
7578,TAPANG,TAP,20.0515° N,85.5803° E,752018
7579,TAPASI,TOP,,,713362
7580,TAPONA,TPN,20.3388° N,77.8853° E,445201
7581,TAPRI,TPZ,31.5174° N,78.0991° E,247001
7582,TARADEVI,TVI,31.0689° N,77.1341° E,171010
7583,TARAK NAGAR,TNX,23.3794° N,88.6816° E,700079
7584,TARAKESWAR,TAK,22.8787° N,88.0143° E,712410
7585,TARAMANI,TRMN,12.9863° N,80.2432° E,600113
7586,TARANA ROAD,TAN,23.2642° N,76.0665° E,456665
7587,TARANGA HILL,TRAH,23.9658° N,72.7525° E,384325
7588,TARAON,TRN,25.5605° N,83.8500° E,233306
7589,TARAORI,TRR,29.8000° N,76.9334° E,132116
7590,TARAPITH ROAD,TPF,,,731224
7591,TARAPUR JN,TRP,19.8649° N,72.6850° E,388180
7592,TARAVATA,TRWT,,,473113
7593,TARCHERRA BRLRM,TBL,,,0
7594,TAREGNA,TEA,25.3515° N,85.0411° E,804452
7595,TARGAON,TAZ,17.5112° N,74.1468° E,410507
7596,TARIASUJAN,TRJ,26.6519° N,84.2648° E,274409
7597,TARIGHAT,TRG,20.8621° N,82.0053° E,232332
7598,TARIGOPPULA,TGU,16.4853° N,80.8360° E,521260
7599,TARIKERE JN,TKE,,,577228
7600,TARLUPADU,TLU,,,523332
7601,TAROPA,TRF,21.8431° N,73.4386° E,393140
7602,TARSAI,TRSR,21.2263° N,79.3810° E,360531
7603,TARSARAI,TRS,26.1941° N,86.0134° E,847115
7604,TARSOD,TRW,21.0217° N,75.6332° E,425002
7605,TARUR,TR,10.6708° N,76.4722° E,676101
7606,TARVA,TRV,22.0065° N,73.2655° E,276123
7607,TATANAGAR JN,TATA,22.7683° N,86.2002° E,831007
