Train Number,Train Name
18405,PURI  ADI EXP
18421,PURI AJMER EXP
58422,PURI ANGL PASS
14710,PURI BKN EXPRESS
22859,PURI CHENNAI EXP
58416,PURI CTC PASS
22890,PURI DGHA SUP EX
22878,ERS HWH ANTYODAYA EXP
18425,PURI DURG EXP
22884,PURI GARIB RATH
15639,PURI GHY EXPRESS
12994,PURI GIMB  EXP
58417,PURI GNPR PASS
12838,PURI HWH EXPRESS
12888,PURI HWH EXPRES
12896,PURI HWH EXPRESS
12882,PURI HWH G RATH
18419,PURI JYG EXP
18416,PURI KDJR EXP
58410,PURI KUR PASS
15643,PURI KYQ EXPRESS
22866,PURI LTT SF EXP
12146,PURI LTT SUP EXP
18401,PURI OKHA EXP
18414,PURI PRDP EXPRESS
58132,PURI  ROU PASS
18304,PURI SBP INT EXP
03102,PURI KOAA SPL
22836,PURI SHM SF EXP
18407,PURI SNSI EXP
58002,PURI SRC PASS
22827,PURI SURAT EXP
58414,PURI TLHR PASS
17479,PURI TPTY EXP
22910,PURI VALSAD EXP
22883,PURI YPR G RATH
12802,PURSHOTTAM EXP
22606,PURULIA EXPRESS
12801,PURUSHOTTAM EXP
15048,PURVANCHAL EXP
12533,PUSHPAK EXP
12534,PUSHPAK EXPRESS
56715,PUU CAPE FAST PASS
56366,EDN GUV FAST PASS
56331,PUU QLN PASS
56335,SCT QLN PASS
56337,PUU QLN PASS
40044,TBM MSB FAST
22145,PVR MRJ SUP EXP
51434,PVR NZB PASS
06542,BJP YPR EXP
11002,PVR SNSI EXP
64167,PWL ALJN EMU
64061,PWL DLI EMU
64053,PWL GZB EMU
64055,PWL GZB EMU
64057,PWL GZB EMU
64051,PWL GZB EMU
64075,PWL NDLS EMU
64077,PWL NDLS EMU
64491,PWL NDLS EMU
64493,PWL NZM EMU
64011,PWL SSB EMU
64013,PWL SSB EMU
64015,PWL SSB EMU
64017,PWL SSB EMU
64019,PWL SSB EMU
54253,PYG LKO PASS
74692,QDN ASR DMU
56961,QLM VSG PASS
56963,QLM VSG PASS
56965,QLM VSG PASS
56300,QLN ALLP PASS
66302,QLN ERS MEMU
66310,QLN ERS MEMU
66300,QLN ERS MEMU
56392,QLN ERS PASS
56394,QLN KTYM PASS
56332,QLN PUU PASS
56334,QLN EDN PASS
56336,QLN SCT PASS
56338,QLN PUU PASS
56307,QLN TVC PASS
56309,QLN TVC PASS
18568,QLN  VSKP EXP
68728,R BSP MEMU
58202,R BSP PASS
68705,R DGG MEMU
68709,R DGG MEMU
68721,R DGG MEMU
68729,R DGG MEMU
78815,R KETI DMU
68701,R DURG MEMU
68717,R DURG MEMU
68746,R GAD MEMU
58204,R GAD PASS
08872,DURG GONDIA SPL
58205,R ITR PASS
58207,R JNRD PASS
58218,R TIG PASS
58527,R VSKP PASS
13146,RADHIKAPUR EXP
13145,RADHIKAPUR EXP
68703,R DURG MEMU
68707,R DURG MEMU
68725,R DURG MEMU
59168,RAJ AKV PASS
12433,RAJDHANI EXP
12431,RAJDHANI EXP
22691,RAJDHANI EXP
12437,RAJDHANI EXP
13234,RAJGRIHA EXPRESS
13233,RAJGRIHA EXPRESS
16614,RAJKOT EXPRESS
17018,RAJKOT EXPRESS
22937,RAJKOT REWA EXP
59507,RJT SMNH PASS
12463,RAJSTHN S KRANTI
11003,TUTARI EXPRESS
11004,TUTARI EXPRESS
22454,RAJYA RANI EXP
22453,RAJYA RANI EXP
16349,RAJYA RANI EXP
16350,RAJYA RANI EXP
12567,RAJYA RANI EXP
12568,RAJYA RANI EXP
22861,RAJYA RANI EXP
22862,RAJYA RANI EXP
22162,RAJYA RANI EXP
22161,RAJYA RANI EXP
16557,RAJYARANI EXP
16558,RAJYARANI EXP
77223,RAL GNT DMU
77229,RAL GNT DMU
57652,RAL SC PASS
77225,RAL TEL DMU
77227,RAL TEL DMU
16734,RAMESWARAM EXP
16101,MS QLN EXP
16618,RAMESWARAM EXP
12347,RAMPURHAT EXP
12348,RAMPURHAT EXP
14708,RANAKPUR EXPRES
14707,RANAKPUR EXPRES
13320,RNC DGHR EXP
18610,RANCHI EXPRESS
16589,RANI CHENNAMMA
16590,RANICHENNAMA EX
15013,RANIKHET EXP
15014,RANIKHET EXP
12465,RANTHAMBORE EXP
12511,RAPTI SAGAR EXP
12521,RAPTI SAGAR EXP
12512,RAPTISAGAR EXP
12522,RAPTISAGAR EXP
12718,RATNACHAL EXP
12717,RATNACHALAM EXP
50103,RATNAGIRI PASS
14634,RAVI EXP
14633,RAVI EXP
54202,RBD LKO PASS
73216,RBHT DGHT DEMU
54153,RBL CNB PASS
54211,RBL CNB PASS
14202,RBL JNU EXP
54221,RBL RRS PASS
54223,RBL RRS PASS
54226,RBL UCR PASS
54228,RBL UCR PASS
57134,RC BJP PASS
77690,RC GWD DMU
77694,RC KCG DEMU
22487,RDP ANVT LINK EX
55707,RDP KIR PASS
55728,RDP KIR PASS
55730,RDP KIR PASS
75707,RDP NJP DEMU
54789,RE BKN PASS
54788,RE BNW PASS
54782,RE BTI PASS
54086,RE DLI DMU
54414,RE DLI PASS
54310,RE DLI PASS
54416,RE DLI PASS
54420,RE DLI PASS
54784,RE FKA PASS
59716,RE FL PASS
59720,RE FL PASS
59718,RE FL PASS
54836,RE HSR PASS
54809,RE JU PASS
54411,RE MUT PASS
54012,SDLP TKJ PASS
74015,RE JIND DEMU
74017,RE ROK DEMU
54019,RE ROK PASS
54020,RE ROK PASS
54751,RE SGNR PASS
59730,RE SIKR PASS
59728,RE SIKR PASS
52571,RED PANDA
52570,RED PANDA
12427,REWA ANVT EXP
51753,REWA CHRM F PAS
11704,REWA EXPRESS
11703,REWA DADN EXP
51702,REWA JBP PASS
22938,REWA RJT SUP EXP
12186,REWANCHAL EXP
12185,REWANCHAL EXP
53229,RGD DNR PASS
53209,RGD FUT PASSENGER
53044,RGD HWH PASS
18302,RGDA SBP EXPRES
58503,RGDA VSKP PASS
33711,RHA BNJ LOCAL
33713,RHA BNJ LOCAL
33715,RHA BNJ LOCAL
33737,RHA BNJ LOCAL
33717,RHA BNJ LOCAL
33719,RHA BNJ LOCAL
33721,RHA BNJ LOCAL
33723,RHA BNJ LOCAL
33725,RHA BNJ LOCAL
33727,RHA BNJ LOCAL
33729,RHA BNJ LOCAL
33739,RHA BNJ LOCAL
33731,RHA BNJ LOCAL
33733,RHA BNJ  LOCAL
33735,RHA BNJ LOCAL
31741,RHA GEDE LOCAL
31743,RHA GEDE LOCAL
31745,RHA GEDE LOCAL
31747,RHA GEDE LOCAL
31749,RHA GXD LOCAL
31755,RHA GEDE LOCAL
31751,RHA GEDE LOCAL
31753,RHA GEDE LOCAL
31757,RHA GEDE LOCAL
31721,RHA KNJ LOCAL
31725,RHA KNJ LOCAL
31723,RHA KNJ LOCAL
31571,RHA KNJ LOCAL
63133,RHA LGL MEMU
31636,RHA SDAH LOCAL
31628,RHA SDAH LOCAL
31634,RHA SDAH LOCAL
31630,RHA SDAH LOCAL
31632,RHA SDAH LOCAL
31781,RHA STB LOCAL
31783,RHA STB LOCAL
68735,RIG BSP MEMU
68737,RIG BSP MEMU
58720,RIM AVP PASS N G
58722,RIM AVP PASS N G
58718,RIM KDRI PASS N G
74302,MB SHTS DEMU
53482,RJL TPH PASS
53484,RJL TPH PASS
53486,RJL TPH PASS
53488,RJL TPH PASS
53490,RJL TPH PASS
53492,RJL TPH PASS
53494,RJL TPH PASS
53496,RJL TPH PASS
13242,RJPB BANKA EXP
13247,RJPB CAPITAL EXP
18623,IPR BRKA EXP
12352,RJPB HWH EXPRESS
19322,RJPB INDB EXPRES
23225,RJPB LINK EXP
13201,RJPB LTT EXP
13282,RJPB NTSK EXP
12310,RJPB RAJDHANI
12309,RJPB RAJDHANI
12464,RJSTHN S KRNTI
22464,RJSTHN S KRNTI
19579,RJT DEE EXPRESS
79443,WKR MVI DMU
19571,RJT PBR EXPRESS
59211,RJT PBR PASS
17017,RJT SC EXPRESS
59423,RJT SMNH PASS
59421,RJT VRL PASS
79454,RJT WKR DEMU
59243,RJU MHV PASS
77242,RJY BVRM DMU
77238,RJY BVRM DMU
67262,RJY BZA MEMU
67299,RJY BZA MEMU
67295,RJY VSKP MEMU
54464,RKSH BKI PASS
54472,RKSH DLI PASS
54482,RKSH HW PASS
54484,RKSH HW PASS
54486,RKSH HW PASS
14711,HW SGNR EXP
22621,RMM CAPE EXP
56724,RMM MDU PASS
56722,RMM MDU PASS
56726,RMM MDU PASS
15119,RMM MUV EXPRESS
16733,RMM OKHA EXPRES
56830,RMM TPJ PASS
16780,RMM TPTY EXP
14259,EKATMATA EXPRESS
15056,RMR AF EXP
55322,RMR MB FAST PASS
25036,RMR DLI LINK EX
15034,RMR HW EXP
55314,RMR KPV PASS
25035,RMR LINK EXP
55324,RMR MB FAST PASS
55306,RMR MB PASS
55308,RMR MB PASS
55310,RMR MB PASS
50104,RN DADAR PASS
50101,RN MAO PASS
63597,RNC ASN MEMU
18603,RNC BGP EXPRESS
18611,RNC BSB EXPRESS
18613,RNC CPU EXP
13304,RNC DHN INTERCITY
18619,RNC DUMK EXP
18632,RNC GARIB NAWAZ
12877,RNC GARIB RATH
18631,RNC GARIBNWAZ EX
18628,RNC HWH INT EXP
22892,RNC HWH INT EXP
12365,RNC JANSHATABDI
18605,RNC JYG EXP
15661,RNC KYQ EXPRESS
58651,RNC LAD  PASS
58657,RNC LAD PASS
18609,RNC LTT EXPRESS
12439,NED SGNR EXPRES
12453,RNC NDLS RAJ EXP
15927,RNY DBRG EXPRESS
55861,RNY DKGN PASS
55721,RNY DKGN PASS
54013,ROK BNW PASS
54015,ROK BNW PASS
74012,ROK DLI DEMU
64912,ROK NDLS MEMU
64914,ROK DLI MEMU
64932,ROK DLI MEMU
64916,ROK DLI MEMU
54049,ROK JIND PASS
54007,ROK JIND PASS
54009,ROK JIND PASS
54023,ROK JIND PASS
14324,ROK NDLS EXP
54002,ROK NZM PASS
54025,ROK PNP FAST PASS
74018,ROK RE DEMU
74016,JIND RE DEMU
78011,ROP VZR DEMU
78102,ROU CKP SARANDA DEMU
58660,ROU HTE PASS
18107,ROU JDB EXPRESS
58131,ROU PURI PASS
78103,ROU SBP  PASSENGER
54355,ROZA BE PASS
55823,RPAN DKGN PASS
73022,RPH AZ DEMU
53024,RPH AZ PASS
53034,RPH AZ PASS
53137,RPH BHW PASS
53075,RPH BHW PASS
13014,RPH BWN EXPRESS
73012,RPH BWN PASS
53068,RPH BWN PASS
53081,RPH JSME PASS
53403,RPH GAYA PASS
53008,RPH KWAE PASS
53405,RPH SBG PASS
53073,RPH SBG PASS
13188,RPH SDAH EXP
12374,RPH SDAH INTRCTY
63220,RPR PNBE MEMU
54222,RRS RBL PASS
54224,RRS RBL PASS
79301,RTM BHL DEMU
59319,UJN BPL PASS
69188,RTM DHD MEMU
69182,RTM DHD MEMU
79305,DADN RTM DEMU
79307,DADN INDB DEMU
79309,DADN RTM DEMU
59387,NAD INDB PASS
69183,RTM NAD MEMU
59345,RTM NAD PASS
79303,RTM COR DEMU
19327,RTM UDAIPUR EXP
17622,RU AWB EXPRESS
12883,RUPASIBANGLA EXP
12884,RUPASIBANGLA EXP
15202,INTER CITY EXP
13044,RXL HWH EXPRESS
55502,SHC GEB PASS
12393,S KRANTI SUP EX
66603,SA CBE MEMU
66020,SA AJJ MEMU
56105,SA KRR PASS
56107,SA KRR PASS
56102,SA MTDM PASS
76850,SA VRI DMU
76848,SA VRI DMU
17230,SABARI EXP
17229,SABARI EXPRESS
19166,SABARMATI EXP
19168,SABARMATI EXP
19165,SABARMATI EXP
19167,SABARMATI EXP
12715,SACHKHAND EXP
14017,SADBHAVANA EXP
14007,SADBHAVANA EXP
14015,SADBHAVANA EXP
14018,SADBHAVNA EXP
14008,SADHBHAWNA EXP
14016,SADHBHAWNA EXP
11024,SAHYADRI EXP
11023,SAHYADRI EXPRES
12132,SAINAGAR DR EXP
11067,SAKET EXPRESS
11068,SAKET EXPRESS
21068,SAKET LINK EXP
56241,SA YPR PASS
78512,SALR VBL RAIL BUS
78514,SALR VBL RAIL BUS
78516,SALR VBL RAIL BUS
78518,SALR VBL RAIL BUS
78520,SALR VBL RAIL BUS
12152,SAMARSATA EXP
12151,SAMARSATA EXP
14608,SAMJHAUTA EXP
14607,SAMJHAUTA EXP
12217,SAMPARK KRANTHI
12651,SAMPARK KRANTI
12629,SAMPARK KRANTI
12649,SAMPARK KRANTI
12394,SAMPOORN K EXP
12808,SAMTA EXPRESS
12807,SAMTA EXPRESS
14164,SANGAM EXP
14163,SANGAM EXPRESS
12296,SANGHA MITRA EX
12295,SANGHAMITRA EXP
12337,SANTINIKATANEXP
12338,SANTINIKETANEXP
18010,SANTRAGACHI EXP
12557,SAPT KRANTI EXP
12558,SAPT KRANTI EXP
16058,SAPTAGIRI EXP
16057,SAPTHAGIRI EXP
12346,SARAIGHAT EXP
12345,SARAIGHAT EXP
15160,SARNATH EXPRESS
15159,SARNATH EXPRESS
12474,SARVODAYA EXP
12473,SARVODAYA EXP
14649,SARYU YAMUNA EXP
14650,SARYUYAMUNA EXP
12278,SATABDI EXPRESS
12277,SATABDI EXPRESS
12713,SATAVAHANA EXP
12714,SATAVAHANA EXP
14629,SATLUJ EXPRESS
14630,SATLUJ EXPRESS
15273,SATYAGRAH EXP
15274,SATYAGRAH EXP
64411,SBB DLI EMU
16522,SBC BWT  EXP
56262,JTJ AJJ PASS
56223,SBC ASK PASS
66530,SBC BWT MEMU
56282,SBC CMNR  PASS
56519,SBC CTA PASS
22625,SBC DOUBLE DECK
76553,SBC DPJ DEMU
56910,SBC FAST PSGN
56912,SBC FAST PSGN
16531,SBC GARIB NAWAJ
16534,SBC JODHPUR EXP
16520,SBC JTJ  EXP
56514,SBC KIK FAST PASS
76551,SBC CBP KQZ DMU
66532,SBC MKM MEMU
56508,SBC MKM PASS
16594,SBC NANDED EXP
56227,SBC SMET PASS
56917,SBC SMET PASS
56925,SBC TK FAST PASS
56221,SBC TK PASS
56225,SBC TK PASS
56515,SBC UBL PASS
56913,SBC UBL PASS
53412,SBG BHW PASS
53431,SBG JMP PASS
53415,SBG JMP PASS
53401,SBG MLDT PASS
53074,SBG RPH PASS
53406,SBG RPH PASS
56215,YPR SBGA MYS PASS
56646,SBHR MAQ PASS
52174,SBL GWO PASS N G
52176,SBL GWO PASS N G
52177,SBL SOE PASS NG
18311,SBP BSB EXPRESS
22804,SBP HWH SUP EXP
58303,SBP JNRD PASS
58301,SBP KRPU PASS
18303,SBP PURI INT EXP
18301,SBP RGDA EXPRESS
78104,SBP ROU PASSENGER
17010,SC BIDR EXP
17037,SC HSR EXP
77611,SC BMO LOCAL
17007,SC DBG EXPRESS
12791,SC DNR EXPRESS
12219,SC DURONTO EXP
22203,SC DURONTO EXP
47205,SC FM LOCAL
47172,SC FM LOCAL
12736,SC GARIB RATH
12513,SC GHY EXP
12706,SC GNT EXP
47196,SC HYB LOCAL
19714,SC JP EXP
77601,SC MED LOCAL
77607,SC MED LOCAL
77615,SC MED LOCAL
77619,SC MED LOCAL
77603,SC MOB LOCAL
77613,SC MOB LOCAL
77617,SC MOB LOCAL
17026,SC MUGR EXPRESS
57485,SC MZL PASS
12771,RAIPUR SF EXP
19201,SC PBR  EXP
57651,SC RAL PASS
12774,SC SHM AC  EXP
22850,SC  SHM WKLY EXP
17002,SC SNSI EXP
67250,SC TDU MEMU
12732,SC TPTY SUP EXP
17320,SC  UBL EXP
77630,SC UR LOCAL
57605,SC VKB PASS
12784,SC  VSKP AC EXP
55038,SCC BUW PASS
56732,SCT MDU PASS
56734,SCT MDU PASS
56736,SCT MDU PASS
56796,SCT TEN PASS
56800,SCT TEN PASS
56798,BJM TEN PASS
56802,SCT TEN PASS
12987,SDAH AJMER EXP
30412,SDAH BBDB LOCAL
30414,SDAH BBDB LOCAL
30416,SDAH BBDB LOCAL
34112,SDAH BGB LOCAL
34114,SDAH BGB LOCAL
34116,SDAH BGB LOCAL
34118,SDAH BGB LOCAL
34120,SDAH BGB LOCAL
34122,SDAH BGB LOCAL
34124,SDAH BGB LOCAL
34126,SDAH BGB LOCAL
34128,SDAH BGB LOCAL
34130,SDAH BGB LOCAL
34132,SDAH BGB LOCAL
34136,SDAH BGB LOCAL
34140,SDAH BGB LOCAL
34144,SDAH BGB LOCAL
34146,SDAH BGB LOCAL
34148,SDAH BGB LOCAL
34150,SDAH BGB LOCAL
34152,SDAH BGB LOCAL
34154,SDAH BGB LOCAL
34156,SDAH BGB LOCAL
34158,SDAH BGB LOCAL
34160,SDAH BGB LOCAL
34162,SDAH BGB LOCAL
34164,SDAH BGB LOCAL
34166,SDAH BGB LOCAL
33801,SDAH BNJ LADIES SPL
33859,SDAH BNJ LOCAL
33861,SDAH BNJ LOCAL
33811,SDAH BNJ LOCAL
33813,SDAH BNJ LOCAL
33815,SDAH BNJ LOCAL
33817,SDAH BNJ LOCAL
33819,SDAH BNJ LOCAL
33821,SDAH BNJ LOCAL
33823,SDAH BNJ LOCAL
33825,SDAH BNJ LOCAL
33827,SDAH BNJ LOCAL
33829,SDAH BNJ LOCAL
33831,SDAH BNJ LOCAL
33833,SDAH BNJ LOCAL
33835,SDAH BNJ LOCAL
33837,SDAH BNJ LOCAL
33839,SDAH BNJ LOCAL
33841,SDAH BNJ LOCAL
33843,SDAH BNJ LOCAL
33845,SDAH BNJ LOCAL
33847,SDAH BNJ LOCAL
33849,SDAH BNJ LOCAL
33851,SDAH BNJ LOCAL
33853,SDAH BNJ LOCAL
33855,SDAH BNJ LOCAL
33857,SDAH BNJ LOCAL
31211,SDAH BP LOCAL
31217,SDAH BP LOCAL
31219,SDAH BP LOCAL
31221,SDAH BP LOCAL
31223,SDAH BP LOCAL
31225,SDAH BP LOCAL
31227,SDAH BP LOCAL
31229,SDAH BP LOCAL
31231,SDAH BP LOCAL
31233,SDAH BP LOCAL
31235,SDAH BP LOCAL
31237,SDAH BP LOCAL
31213,SDAH BP FAST
31215,SDAH BP FAST
63105,SDAH LGL MEMU
34602,SDAH BRP LADIES SPL
34612,SDAH BRP LOCAL
34614,SDAH BRP LOCAL
34616,SDAH BRP LOCAL
34618,SDAH BRP LOCAL
34620,SDAH BRP LOCAL
34622,SDAH BRP LOCAL
34624,SDAH BRP LOCAL
34626,SDAH BRP LOCAL
34628,SDAH BRP LOCAL
34630,SDAH BRP LOCAL
34632,SDAH BRP LOCAL
34634,SDAH BRP LOCAL
34636,SDAH BRP LOCAL
34638,SDAH BRP LOCAL
34640,SDAH BRP LOCAL
34642,SDAH BRP LOCAL
34644,SDAH BRP LOCAL
34646,SDAH BRP LOCAL
34648,SDAH BRP LOCAL
32411,SDAH BRPA LOCAL
32413,SDAH BRPA LOCAL
13133,SDAH BSB EXP
33401,SDAH BT LADIS SPL
33431,SDAH BT LOCAL
33433,SDAH BT LOCAL
33435,SDAH BT LOCAL
33437,SDAH BT LOCAL
33439,SDAH BT LOCAL
33441,SDAH BT LOCAL
33443,SDAH BT LOCAL
33445,SDAH BT LOCAL
33447,SDAH BT LOCAL
13105,SDAH BUI EXPRES
31151,SDAH BWN LOCAL
34502,SDAH CG LADIES SPL
34512,SDAH CG LOCAL
34514,SDAH CG LOCAL
34516,SDAH CG LOCAL
34518,SDAH CG LOCAL
34520,SDAH CG LOCAL
34522,SDAH CG LOCAL
34524,SDAH CG LOCAL
34526,SDAH CG LOCAL
34528,SDAH CG LOCAL
34530,SDAH CG LOCAL
34532,SDAH CG LOCAL
34534,SDAH CG LOCAL
34536,SDAH CG LOCAL
34538,SDAH CG LOCAL
34540,SDAH CG LOCAL
34542,SDAH CG LOCAL
34544,SDAH CG LOCAL
34546,SDAH CG LOCAL
34548,SDAH CG LOCAL
34550,SDAH CG LOCAL
34552,SDAH CG LOCAL
34554,SDAH CG LOCAL
33411,SDAH DDC LOCAL
34814,SDAH DH LOCAL
34816,SDAH DH LOCAL
34818,SDAH DH LOCAL
34820,SDAH DH LOCAL
34824,SDAH DH LOCAL
34826,SDAH DH LOCAL
34828,SDAH DH LOCAL
34830,SDAH DH LOCAL
34832,SDAH DH LOCAL
34834,SDAH DH LOCAL
34836,SDAH DH LOCAL
34838,SDAH DH LOCAL
34840,SDAH DH LOCAL
34842,SDAH DH LOCAL
34844,SDAH DH LOCAL
34846,SDAH DH LOCAL
34848,SDAH DH LOCAL
34850,SDAH DH LOCAL
34852,SDAH DH LOCAL
34854,SDAH DH LOCAL
34856,SDAH DH LOCAL
34858,SDAH DH LOCAL
34822,SDAH DH LOCAL
34812,SDAH DH LOCAL
32211,SDAH DKAE LOCAL
32213,SDAH DKAE LOCAL
32215,SDAH DKAE LOCAL
32217,SDAH DKAE LOCAL
32219,SDAH DKAE LOCAL
32221,SDAH DKAE LOCAL
32223,SDAH DKAE LOCAL
32225,SDAH DKAE LOCAL
32227,SDAH DKAE LOCAL
32229,SDAH DKAE LOCAL
32231,SDAH DKAE LOCAL
32233,SDAH DKAE LOCAL
32235,SDAH DKAE LOCAL
32237,SDAH DKAE LOCAL
32239,SDAH DKAE LOCAL
32241,SDAH DKAE LOCAL
32243,SDAH DKAE LOCAL
32245,SDAH DKAE LOCAL
32247,SDAH DKAE LOCAL
32249,SDAH DKAE LOCAL
13119,SDAH  ANVT EXP
33611,SDAH DTK LOCAL
33613,SDAH DTK LOCAL
33615,SDAH DTK LOCAL
33617,SDAH DTK LOCAL
33619,SDAH DTK LOCAL
33621,SDAH DTK LOCAL
33623,SDAH DTK LOCAL
12260,SDAH DURONTO EXP
33681,SDAH GBG LOCAL
33685,SDAH GBG LOCAL
31911,SDAH GEDE LOCAL
31913,SDAH GEDE LOCAL
31915,SDAH GEDE LOCAL
31917,SDAH GEDE LOCAL
31919,SDAH GEDE LOCAL
31921,SDAH GEDE LOCAL
31923,SDAH GEDE LOCAL
31925,SDAH GEDE LOCAL
31927,SDAH GEDE LOCAL
31929,SDAH GEDE LOCAL
33651,SDAH HB LOCAL
33653,SDAH HB LOCAL
33655,SDAH HB LOCAL
33657,SDAH HB LOCAL
33659,SDAH HB LOCAL
33511,SDAH HNB LOCAL
33529,SDAH HNB FAST
33513,SDAH HNB LOCAL
33515,SDAH HNB LOCAL
33517,SDAH HNB LOCAL
33519,SDAH HNB LOCAL
33531,SDAH HNB FAST
33521,SDAH HNB LOCAL
33523,SDAH HNB LOCAL
33525,SDAH HNB LOCAL
33527,SDAH HNB FAST
73151,SDAH JRLE DEMU
31311,SDAH KLYM LOCAL
31313,SDAH KLYM LOCAL
31315,SDAH KLYM LOCAL
31317,SDAH KLYM LOCAL
31319,SDAH KLYM LOCAL
31321,SDAH KLYM LOCAL
31323,SDAH KLYM LOCAL
31325,SDAH KLYM LOCAL
31327,SDAH KLYM LOCAL
31329,SDAH KLYM LOCAL
31331,SDAH KLYM LOCAL
31333,SDAH KLYM LOCAL
31337,SDAH KLYM FAST
31339,SDAH KLYM LOCAL
31335,SDAH KLYM LOCAL
31801,SDAH KNJ LADIES SPL
31811,SDAH KNJ LOCAL
31813,SDAH KNJ LOCAL
31815,SDAH KNJ LOCAL
31817,SDAH KNJ LOCAL
31821,SDAH KNJ LOCAL
31823,SDAH KNJ LOCAL
31825,SDAH KNJ LOCAL
31827,SDAH KNJ LOCAL
31835,SDAH KNJ LOCAL
31837,SDAH KNJ LOCAL
31819,SDAH KNJ FAST
31829,SDAH KNJ LOCAL
31831,SDAH KNJ FAST
31833,SDAH KNJ LOCAL
30452,SDAH KOAA LOCAL
31111,SDAH KWAE LOCAL
34782,SDAH KWDP LOCAL
63103,SDAH LGL MEMU
53171,SDAH LGL PASS
53173,SDAH LGL PASS
53177,SDAH LGL PASS
53183,SDAH LGL PASS
53175,SDAH LGL PGR
34712,SDAH LKPR LOCAL
34714,SDAH LKPR LOCAL
34716,SDAH LKPR LOCAL
34718,SDAH LKPR LOCAL
34720,SDAH LKPR LOCAL
34722,SDAH LKPR LOCAL
34724,SDAH LKPR LOCAL
34726,SDAH LKPR LOCAL
34728,SDAH LKPR LOCAL
34730,SDAH LKPR LOCAL
34732,SDAH LKPR LOCAL
34734,SDAH LKPR LOCAL
34736,SDAH LKPR LOCAL
34738,SDAH LKPR LOCAL
34740,SDAH LKPR LOCAL
34742,SDAH LKPR LOCAL
34744,SDAH LKPR LOCAL
34746,SDAH LKPR LOCAL
34748,SDAH LKPR LOCAL
34750,SDAH LKPR LOCAL
34752,SDAH LKPR LOCAL
34754,SDAH LKPR LOCAL
34898,SDAH MGT LOCAL
33421,SDAH MMG LOCAL
31413,SDAH NH LOCAL
31415,SDAH NH LOCAL
31417,SDAH NH LOCAL
31421,SDAH NH LOCAL
31423,SDAH NH LOCAL
31425,SDAH NH LOCAL
31427,SDAH NH LOCAL
31429,SDAH NH LOCAL
31431,SDAH NH LOCAL
31433,SDAH NH LOCAL
31435,SDAH NH LOCAL
31437,SDAH NH LOCAL
31439,SDAH NH LOCAL
31441,SDAH NH LOCAL
31443,SDAH NH LOCAL
31445,SDAH NH LOCAL
31447,SDAH NH LOCAL
31449,SDAH NH LOCAL
31451,SDAH NH LOCAL
31411,SDAH NH FAST
34792,SDAH NMKA LOCAL
34794,SDAH NMKA FAST
03101,KOAA  PURI SPL
12313,SDAH RAJDHANIEXP
31601,SDAH RHA LADIES SPL
31629,SDAH RHA LOCAL
31611,SDAH RHA LOCAL
31613,SDAH RHA LOCAL
31615,SDAH RHA LOCAL
31633,SDAH RHA LOCAL
31619,SDAH RHA FAST
31621,SDAH RHA LOCAL
31625,SDAH RHA FAST
31631,SDAH RHA LOCAL
31627,SDAH RHA LOCAL
31617,SDAH RHA LOCAL
31623,SDAH RHA LOCAL
13187,SDAH RPH EXP
12373,SDAH RPH INTRCTY
34412,SDAH SPR LOCAL
34414,SDAH SPR LOCAL
34416,SDAH SPR LOCAL
34418,SDAH SPR LOCAL
34420,SDAH SPR LOCAL
34422,SDAH  SPR LOCAL
34424,SDAH SPR LOCAL
34426,SDAH SPR LOCAL
34428,SDAH SPR LOCAL
34430,SDAH SPR LOCAL
34432,SDAH SPR LOCAL
34434,SDAH SPR LOCAL
34436,SDAH SPR LOCAL
31511,SDAH STB LOCAL
31513,SDAH STB LOCAL
31515,SDAH STB LOCAL
31517,SDAH STB LOCAL
31519,SDAH STB LOCAL
31521,SDAH STB LOCAL
31523,SDAH STB LOCAL
31525,SDAH STB LOCAL
31527,SDAH STB LOCAL
31529,SDAH STB LOCAL
31533,SDAH STB LOCAL
31535,SDAH STB LOCAL
31537,SDAH STB LOCAL
31539,SDAH STB LOCAL
31541,SDAH STB LOCAL
31531,SDAH STB LOCAL
33895,SDAH TKNR FAST
58701,SDL ABKP PASS
54605,SDLP LDH PASS
12314,SEALDAH RJDHANI
12792,SECUNDERABAD  EX
17319,SECUNDRABAD EXP
55007,PPTA GKP PASS
55219,MFP NKE PASS
12487,SEEMANCHAL EXP
12488,SEEMANCHAL EXP
17209,SESHADRI EXPRES
12770,SEVEN HILLS EXP
12769,SEVEN HILLS EXP
12139,SEVAGRAM EXP
12140,SEVAGRAM EXP
73911,SGG JMP DMU
73913,SGG JMP DMU
54754,SGNR BTI PASS
54756,SGNR BTI PASS
14602,HMH FZR EXPRESS
04768,SGNR HMH PASS SPL
04770,SGNR HMH PASS SPL
14525,SGNR INTERCITY
14713,SGNR JAT EXP
22982,SGNR KOTA SF
12486,SGNR NED EXPRESS
54752,SGNR RE PASS
14712,SGNR HW  EXP
54759,SGNR SOG PASS
54761,SGNR SOG PASS
54758,SGNR UMB PASS
11651,SGRL INTERCITY
13345,SGRL INTERCITY
23347,SGRL PNBE LNK EX
75706,SGUJ AUB NJP DEMU
75717,SGUJ BXT DEMU
15765,SGUJ DBB INTERCITY EXP
75715,SGUJ DHH DEMU
14674,SHAHEED EXP
